ID,Gender,Age,Member Since,Income,# of Orders,,,,,,,,
3682, F,70,20170414,118000,26,,,,,,,,
3683, F,68,20170819,106000,21,,,,,,,,
3684, M,31,20161113,65000,4,,,,,,,,
3685, F,54,20160322,116000,10,,,,,,,,
3686, F,41,20151213,33000,6,,,,,,,,
3687, M,24,20160129,40000,19,,,,,,,,
3688, F,71,20160810,82000,13,,,,,,,,
3689, M,48,20171205,70000,17,,,,,,,,
3690, F,83,20161216,97000,36,,,,,,,,
3691, M,73,20141108,59000,4,,,,,,,,
3692, F,29,20170428,68000,7,,,,,,,,
3693, F,88,20170911,92000,4,,,,,,,,
3694, F,27,20180225,58000,5,,,,,,,,
3695, M,40,20170805,89000,5,,,,,,,,
3696, F,46,20180114,51000,5,,,,,,,,
3697, M,64,20170918,68000,4,,,,,,,,
3698, M,34,20170930,37000,5,,,,,,,,
3699, M,49,20170727,73000,4,,,,,,,,
3700, M,69,20171107,106000,11,,,,,,,,
3701, M,85,20171230,33000,16,,,,,,,,
3702, M,57,20170520,98000,4,,,,,,,,
3703, M,34,20141115,31000,18,,,,,,,,
3704, F,52,20180323,34000,20,,,,,,,,
3705, F,64,20150506,86000,5,,,,,,,,
3706, M,43,20160910,41000,6,,,,,,,,
3707, M,68,20180127,59000,6,,,,,,,,
3708, F,64,20170220,94000,6,,,,,,,,
3709, M,100,20150911,98000,10,,,,,,,,
3710, F,42,20180119,65000,5,,,,,,,,
3711, M,51,20150520,66000,12,,,,,,,,
3712, F,19,20171205,61000,19,,,,,,,,
3713, M,34,20180517,31000,10,,,,,,,,
3714, O,30,20170401,31000,9,,,,,,,,
3715, M,62,20170621,72000,20,,,,,,,,
3716, F,58,20180625,100000,6,,,,,,,,
3717, M,24,20171213,35000,10,,,,,,,,
3718, F,70,20160620,89000,48,,,,,,,,
3719, M,55,20160130,72000,10,,,,,,,,
3720, M,71,20150623,44000,16,,,,,,,,
3721, F,65,20160802,84000,17,,,,,,,,
3722, M,26,20140316,33000,11,,,,,,,,
3723, M,72,20151017,34000,11,,,,,,,,
3724, F,82,20160401,90000,11,,,,,,,,
3725, M,58,20180104,80000,35,,,,,,,,
3726, M,21,20170101,41000,29,,,,,,,,
3727, M,65,20160914,117000,4,,,,,,,,
3728, M,25,20180602,39000,19,,,,,,,,
3729, M,26,20170526,60000,38,,,,,,,,
3730, F,58,20160831,94000,6,,,,,,,,
3731, F,51,20161222,75000,5,,,,,,,,
3732, F,69,20160806,71000,4,,,,,,,,
3733, F,54,20171107,103000,31,,,,,,,,
3734, M,42,20170916,78000,5,,,,,,,,
3735, F,62,20180308,41000,12,,,,,,,,
3736, F,80,20180624,64000,5,,,,,,,,
3737, F,75,20171209,67000,5,,,,,,,,
3738, M,26,20180213,49000,6,,,,,,,,
3739, M,73,20171119,72000,6,,,,,,,,
3740, M,33,20150902,72000,32,,,,,,,,
3741, M,28,20180511,37000,41,,,,,,,,
3742, M,57,20151221,46000,100,,,,,,,,
3743, M,54,20150929,65000,13,,,,,,,,
3744, F,50,20170902,102000,32,,,,,,,,
3745, M,67,20170802,99000,92,,,,,,,,
3746, F,60,20180425,83000,15,,,,,,,,
3747, M,66,20160806,42000,9,,,,,,,,
3748, M,70,20151124,74000,8,,,,,,,,
3749, F,24,20171220,68000,27,,,,,,,,
3750, M,60,20161025,79000,14,,,,,,,,
3751, M,46,20180530,79000,4,,,,,,,,
3752, F,25,20180422,67000,14,,,,,,,,
3753, F,59,20161213,76000,32,,,,,,,,
3754, F,56,20170920,38000,10,,,,,,,,
3755, M,25,20180512,60000,7,,,,,,,,
3756, F,53,20170531,65000,4,,,,,,,,
3757, F,39,20160702,96000,6,,,,,,,,
3758, M,64,20150413,70000,7,,,,,,,,
3759, M,47,20140901,45000,12,,,,,,,,
3760, M,35,20160915,61000,4,,,,,,,,
3761, M,40,20171118,51000,4,,,,,,,,
3762, M,82,20170706,73000,47,,,,,,,,
3763, M,18,20170907,56000,6,,,,,,,,
3764, F,66,20171121,73000,13,,,,,,,,
3765, F,68,20180508,82000,13,,,,,,,,
3766, M,50,20151017,56000,5,,,,,,,,
3767, F,84,20170816,45000,4,,,,,,,,
3768, M,66,20180219,70000,5,,,,,,,,
3769, M,55,20160410,56000,11,,,,,,,,
3770, M,64,20180102,43000,59,,,,,,,,
3771, M,83,20170827,97000,12,,,,,,,,
3772, F,87,20180408,48000,10,,,,,,,,
3773, M,64,20171221,36000,9,,,,,,,,
3774, F,23,20161130,70000,5,,,,,,,,
3775, M,24,20150921,39000,19,,,,,,,,
3776, M,58,20170606,109000,7,,,,,,,,
3777, F,27,20161231,66000,28,,,,,,,,
3778, M,76,20180726,92000,5,,,,,,,,
3779, F,60,20160215,100000,12,,,,,,,,
3780, M,64,20151008,68000,11,,,,,,,,
3781, M,40,20180224,51000,5,,,,,,,,
3782, M,25,20171008,34000,52,,,,,,,,
3783, M,74,20171004,57000,6,,,,,,,,
3784, F,56,20170220,59000,4,,,,,,,,
3785, M,58,20180620,39000,23,,,,,,,,
3786, M,76,20180101,52000,18,,,,,,,,
3787, M,46,20160115,68000,87,,,,,,,,
3788, F,25,20171230,36000,6,,,,,,,,
3789, M,64,20180710,62000,20,,,,,,,,
3790, M,20,20140729,37000,6,,,,,,,,
3791, M,58,20180410,57000,9,,,,,,,,
3792, M,60,20171024,40000,5,,,,,,,,
3793, F,49,20161113,77000,19,,,,,,,,
3794, M,62,20171119,42000,87,,,,,,,,
3795, F,39,20171229,31000,4,,,,,,,,
3796, M,51,20170728,54000,13,,,,,,,,
3797, F,75,20171111,34000,6,,,,,,,,
3798, M,69,20151113,57000,20,,,,,,,,
3799, M,41,20180331,53000,13,,,,,,,,
3800, F,52,20180417,67000,4,,,,,,,,
3801, F,53,20180125,105000,25,,,,,,,,
3802, M,31,20171227,45000,6,,,,,,,,
3803, F,58,20171211,115000,36,,,,,,,,
3804, M,24,20150220,32000,28,,,,,,,,
3805, F,48,20160121,85000,5,,,,,,,,
3806, M,52,20171004,37000,4,,,,,,,,
3807, M,37,20171016,48000,45,,,,,,,,
3808, F,36,20171115,31000,23,,,,,,,,
3809, M,67,20170515,106000,13,,,,,,,,
3810, F,53,20161118,67000,6,,,,,,,,
3811, F,99,20151113,85000,6,,,,,,,,
3812, F,50,20180108,115000,6,,,,,,,,
3813, F,58,20170517,100000,16,,,,,,,,
3814, M,66,20180715,53000,14,,,,,,,,
3815, F,32,20171124,51000,8,,,,,,,,
3816, F,24,20170128,45000,7,,,,,,,,
3817, F,68,20131231,71000,24,,,,,,,,
3818, M,65,20171003,74000,23,,,,,,,,
3819, M,56,20160228,106000,11,,,,,,,,
3820, M,76,20180426,49000,4,,,,,,,,
3821, M,68,20151211,52000,4,,,,,,,,
3822, M,93,20171218,52000,9,,,,,,,,
3823, M,47,20170109,57000,20,,,,,,,,
3824, M,53,20170802,53000,19,,,,,,,,
3825, M,29,20180525,45000,7,,,,,,,,
3826, F,66,20180109,72000,27,,,,,,,,
3827, F,78,20160801,115000,68,,,,,,,,
3828, F,38,20171113,61000,16,,,,,,,,
3829, M,76,20170730,36000,14,,,,,,,,
3830, O,61,20171207,53000,85,,,,,,,,
3831, M,78,20171119,64000,10,,,,,,,,
3832, M,49,20160731,107000,9,,,,,,,,
3833, M,51,20151128,60000,5,,,,,,,,
3834, M,32,20150908,50000,9,,,,,,,,
3835, M,61,20180202,106000,4,,,,,,,,
3836, M,49,20171001,44000,7,,,,,,,,
3837, F,84,20170918,38000,15,,,,,,,,
3838, M,58,20180322,87000,49,,,,,,,,
3839, F,56,20160602,104000,5,,,,,,,,
3840, M,51,20180417,55000,8,,,,,,,,
3841, F,67,20180517,95000,7,,,,,,,,
3842, F,52,20131021,97000,8,,,,,,,,
3843, F,86,20170202,92000,10,,,,,,,,
3844, F,30,20160903,34000,4,,,,,,,,
3845, M,46,20180715,79000,4,,,,,,,,
3846, F,51,20160708,77000,5,,,,,,,,
3847, M,57,20171220,42000,7,,,,,,,,
3848, F,52,20170523,40000,7,,,,,,,,
3849, F,72,20161006,92000,33,,,,,,,,
3850, M,62,20171021,46000,11,,,,,,,,
3851, M,62,20170428,89000,6,,,,,,,,
3852, F,91,20140407,71000,5,,,,,,,,
3853, F,51,20170728,57000,6,,,,,,,,
3854, O,55,20170926,69000,19,,,,,,,,
3855, F,54,20180515,99000,17,,,,,,,,
3856, F,64,20180701,99000,63,,,,,,,,
3857, F,65,20161216,43000,14,,,,,,,,
3858, F,38,20170618,38000,20,,,,,,,,
3859, M,73,20170130,52000,5,,,,,,,,
3860, F,91,20160904,31000,6,,,,,,,,
3861, M,69,20180525,53000,6,,,,,,,,
3862, F,67,20160420,68000,8,,,,,,,,
3863, M,58,20170813,110000,6,,,,,,,,
3864, M,47,20171228,53000,6,,,,,,,,
3865, F,67,20171017,80000,4,,,,,,,,
3866, M,64,20150925,56000,4,,,,,,,,
3867, M,50,20171016,83000,14,,,,,,,,
3868, F,41,20160104,72000,8,,,,,,,,
3869, M,43,20151102,72000,6,,,,,,,,
3870, M,48,20160801,32000,9,,,,,,,,
3871, M,78,20150421,55000,5,,,,,,,,
3872, M,74,20180501,69000,5,,,,,,,,
3873, M,49,20170403,70000,4,,,,,,,,
3874, F,21,20180115,42000,29,,,,,,,,
3875, M,52,20170815,31000,5,,,,,,,,
3876, M,37,20180522,74000,10,,,,,,,,
3877, F,55,20170807,83000,11,,,,,,,,
3878, M,43,20180711,93000,10,,,,,,,,
3879, M,63,20161006,49000,7,,,,,,,,
3880, F,30,20170305,75000,82,,,,,,,,
3881, M,19,20171026,71000,15,,,,,,,,
3882, M,50,20140125,88000,6,,,,,,,,
3883, F,58,20160424,109000,7,,,,,,,,
3884, M,59,20130925,68000,33,,,,,,,,
3885, F,28,20170331,55000,11,,,,,,,,
3886, M,36,20180203,67000,18,,,,,,,,
3887, M,78,20180324,44000,4,,,,,,,,
3888, F,52,20180625,65000,29,,,,,,,,
3889, M,92,20171128,48000,10,,,,,,,,
3890, M,42,20180413,38000,71,,,,,,,,
3891, F,93,20170610,70000,8,,,,,,,,
3892, M,45,20180104,85000,5,,,,,,,,
3893, M,60,20160210,34000,6,,,,,,,,
3894, M,58,20140304,40000,6,,,,,,,,
3895, F,69,20171109,48000,15,,,,,,,,
3896, F,59,20160404,97000,8,,,,,,,,
3897, F,49,20180111,89000,7,,,,,,,,
3898, F,67,20171108,77000,6,,,,,,,,
3899, M,84,20150301,66000,7,,,,,,,,
3900, F,39,20170924,50000,8,,,,,,,,
3901, F,56,20160621,52000,18,,,,,,,,
3902, F,87,20150928,62000,4,,,,,,,,
3903, O,57,20171107,98000,9,,,,,,,,
3904, F,52,20170115,46000,4,,,,,,,,
3905, M,50,20171126,56000,56,,,,,,,,
3906, F,68,20160918,61000,14,,,,,,,,
3907, M,94,20150809,50000,7,,,,,,,,
3908, F,81,20170301,101000,5,,,,,,,,
3909, F,37,20151226,93000,11,,,,,,,,
3910, M,65,20171102,99000,4,,,,,,,,
3911, F,26,20180428,41000,4,,,,,,,,
3912, M,42,20150805,44000,7,,,,,,,,
3913, M,71,20180109,65000,10,,,,,,,,
3914, M,57,20180419,70000,4,,,,,,,,
3915, F,73,20171114,71000,18,,,,,,,,
3916, M,70,20150104,65000,28,,,,,,,,
3917, M,65,20160513,86000,7,,,,,,,,
3918, F,57,20170316,74000,13,,,,,,,,
3919, M,77,20150827,94000,16,,,,,,,,
3920, M,48,20170822,42000,33,,,,,,,,
3921, M,61,20140111,65000,4,,,,,,,,
3922, F,60,20151225,59000,5,,,,,,,,
3923, M,57,20171013,88000,13,,,,,,,,
3924, F,66,20180530,70000,6,,,,,,,,
3925, F,66,20161126,74000,19,,,,,,,,
3926, F,56,20170407,82000,7,,,,,,,,
3927, M,78,20140114,64000,13,,,,,,,,
3928, F,52,20170419,84000,7,,,,,,,,
3929, M,19,20160214,46000,14,,,,,,,,
3930, M,58,20150907,115000,5,,,,,,,,
3931, M,41,20160418,68000,5,,,,,,,,
3932, F,64,20151117,76000,5,,,,,,,,
3933, M,51,20160702,65000,4,,,,,,,,
3934, F,81,20160720,82000,9,,,,,,,,
3935, F,88,20171204,56000,9,,,,,,,,
3936, F,67,20160730,99000,14,,,,,,,,
3937, F,74,20160226,102000,6,,,,,,,,
3938, M,74,20180114,80000,6,,,,,,,,
3939, F,66,20180105,78000,48,,,,,,,,
3940, F,76,20161113,82000,12,,,,,,,,
3941, M,43,20180412,37000,6,,,,,,,,
3942, M,70,20180613,83000,8,,,,,,,,
3943, F,73,20170525,99000,8,,,,,,,,
3944, F,30,20160715,31000,4,,,,,,,,
3945, F,83,20140601,60000,5,,,,,,,,
3946, M,49,20170926,73000,10,,,,,,,,
3947, M,68,20131215,38000,5,,,,,,,,
3948, F,28,20150501,66000,11,,,,,,,,
3949, M,59,20160723,33000,8,,,,,,,,
3950, F,58,20170818,117000,34,,,,,,,,
3951, M,38,20170803,39000,19,,,,,,,,
3952, M,52,20170130,72000,7,,,,,,,,
3953, M,60,20180625,81000,5,,,,,,,,
3954, F,75,20151110,31000,4,,,,,,,,
3955, M,39,20180707,98000,11,,,,,,,,
3956, F,97,20161030,41000,9,,,,,,,,
3957, M,70,20170928,32000,13,,,,,,,,
3958, F,43,20151212,55000,17,,,,,,,,
3959, M,65,20180127,88000,4,,,,,,,,
3960, F,25,20161117,64000,100,,,,,,,,
3961, F,91,20171127,71000,8,,,,,,,,
3962, F,20,20170206,35000,10,,,,,,,,
3963, F,56,20160416,42000,8,,,,,,,,
3964, M,68,20150505,79000,60,,,,,,,,
3965, M,58,20160707,102000,13,,,,,,,,
3966, F,70,20160630,99000,13,,,,,,,,
3967, M,84,20180626,69000,17,,,,,,,,
3968, F,63,20170117,95000,14,,,,,,,,
3969, M,23,20170916,50000,9,,,,,,,,
3970, M,47,20150425,53000,11,,,,,,,,
3971, M,78,20180516,53000,24,,,,,,,,
3972, M,85,20180503,85000,4,,,,,,,,
3973, O,54,20170514,87000,8,,,,,,,,
3974, M,32,20150731,59000,49,,,,,,,,
3975, M,82,20160731,92000,4,,,,,,,,
3976, M,74,20171214,100000,13,,,,,,,,
3977, M,48,20150619,68000,10,,,,,,,,
3978, M,55,20160704,64000,4,,,,,,,,
3979, M,41,20150226,30000,25,,,,,,,,
3980, M,62,20160113,57000,40,,,,,,,,
3981, M,70,20130811,31000,10,,,,,,,,
3982, M,26,20170809,68000,8,,,,,,,,
3983, F,52,20170625,73000,10,,,,,,,,
3984, F,42,20170927,61000,7,,,,,,,,
3985, F,44,20180405,74000,46,,,,,,,,
3986, F,80,20170702,35000,4,,,,,,,,
3987, M,78,20171120,50000,7,,,,,,,,
3988, M,78,20151231,93000,12,,,,,,,,
3989, F,62,20161224,83000,23,,,,,,,,
3990, F,44,20180520,41000,27,,,,,,,,
3991, M,42,20161225,58000,14,,,,,,,,
3992, M,59,20160414,78000,13,,,,,,,,
3993, M,27,20150802,40000,18,,,,,,,,
3994, F,73,20170920,65000,11,,,,,,,,
3995, M,82,20151120,78000,5,,,,,,,,
3996, F,55,20180508,74000,15,,,,,,,,
3997, M,73,20180530,61000,4,,,,,,,,
3998, M,72,20170407,102000,7,,,,,,,,
3999, F,36,20180421,54000,13,,,,,,,,
4000, F,62,20171229,47000,43,,,,,,,,
4001, M,43,20170801,44000,23,,,,,,,,
4002, M,37,20160525,69000,23,,,,,,,,
4003, M,58,20160428,31000,6,,,,,,,,
4004, M,38,20170913,32000,37,,,,,,,,
4005, F,75,20160711,52000,4,,,,,,,,
4006, M,63,20171231,119000,43,,,,,,,,
4007, F,49,20170605,108000,10,,,,,,,,
4008, M,62,20180531,51000,24,,,,,,,,
4009, M,50,20171119,74000,10,,,,,,,,
4010, M,73,20160926,78000,8,,,,,,,,
4011, M,54,20170905,96000,4,,,,,,,,
4012, F,26,20171111,74000,14,,,,,,,,
4013, M,53,20141003,39000,10,,,,,,,,
4014, F,41,20151119,90000,25,,,,,,,,
4015, M,69,20170511,103000,5,,,,,,,,
4016, M,60,20140419,72000,5,,,,,,,,
4017, M,25,20170408,49000,4,,,,,,,,
4018, M,66,20160817,80000,6,,,,,,,,
4019, M,49,20180711,31000,8,,,,,,,,
4020, M,19,20170730,55000,4,,,,,,,,
4021, F,76,20140922,53000,43,,,,,,,,
4022, M,40,20150902,54000,15,,,,,,,,
4023, F,65,20180325,83000,14,,,,,,,,
4024, F,45,20180722,61000,34,,,,,,,,
4025, F,69,20160909,114000,4,,,,,,,,
4026, M,54,20171004,83000,19,,,,,,,,
4027, M,65,20171106,67000,18,,,,,,,,
4028, M,39,20180714,66000,12,,,,,,,,
4029, M,29,20170601,55000,10,,,,,,,,
4030, M,61,20131015,34000,41,,,,,,,,
4031, F,54,20150507,48000,10,,,,,,,,
4032, F,72,20150903,45000,7,,,,,,,,
4033, F,33,20160114,44000,5,,,,,,,,
4034, F,42,20131017,48000,4,,,,,,,,
4035, F,70,20170613,103000,12,,,,,,,,
4036, M,38,20170806,51000,6,,,,,,,,
4037, M,81,20170411,69000,7,,,,,,,,
4038, M,36,20170923,43000,16,,,,,,,,
4039, M,36,20180311,53000,5,,,,,,,,
4040, F,51,20150701,81000,20,,,,,,,,
4041, F,69,20160803,110000,28,,,,,,,,
4042, F,63,20180530,85000,7,,,,,,,,
4043, O,59,20170809,86000,6,,,,,,,,
4044, M,50,20170619,63000,32,,,,,,,,
4045, M,64,20170913,59000,5,,,,,,,,
4046, M,40,20180417,41000,9,,,,,,,,
4047, M,30,20170601,65000,6,,,,,,,,
4048, M,61,20131217,59000,21,,,,,,,,
4049, M,25,20160801,66000,4,,,,,,,,
4050, F,78,20161202,74000,29,,,,,,,,
4051, M,27,20180712,74000,9,,,,,,,,
4052, M,55,20180112,50000,6,,,,,,,,
4053, M,28,20180313,31000,12,,,,,,,,
4054, M,77,20171229,32000,25,,,,,,,,
4055, M,24,20180612,38000,10,,,,,,,,
4056, M,52,20170117,43000,10,,,,,,,,
4057, M,56,20170422,80000,8,,,,,,,,
4058, F,43,20150731,67000,5,,,,,,,,
4059, F,48,20180506,72000,8,,,,,,,,
4060, M,59,20170717,105000,4,,,,,,,,
4061, M,59,20180706,57000,5,,,,,,,,
4062, M,64,20140816,75000,4,,,,,,,,
4063, M,65,20171015,50000,13,,,,,,,,
4064, F,36,20160609,92000,10,,,,,,,,
4065, M,54,20180606,70000,5,,,,,,,,
4066, F,72,20180713,49000,7,,,,,,,,
4067, M,73,20170920,85000,71,,,,,,,,
4068, M,43,20160819,100000,6,,,,,,,,
4069, M,39,20171114,96000,29,,,,,,,,
4070, M,33,20180127,44000,4,,,,,,,,
4071, M,51,20160825,75000,15,,,,,,,,
4072, F,80,20140920,77000,71,,,,,,,,
4073, F,25,20171201,67000,18,,,,,,,,
4074, F,48,20151017,64000,22,,,,,,,,
4075, F,45,20171001,49000,9,,,,,,,,
4076, M,51,20171214,77000,48,,,,,,,,
4077, M,56,20180402,60000,11,,,,,,,,
4078, F,35,20150716,40000,13,,,,,,,,
4079, F,83,20180120,73000,5,,,,,,,,
4080, M,70,20151013,114000,16,,,,,,,,
4081, M,71,20171125,93000,10,,,,,,,,
4082, M,35,20170929,40000,21,,,,,,,,
4083, M,30,20180113,56000,11,,,,,,,,
4084, M,29,20180116,51000,11,,,,,,,,
4085, M,63,20170809,60000,14,,,,,,,,
4086, M,43,20131112,79000,10,,,,,,,,
4087, F,43,20151007,58000,46,,,,,,,,
4088, F,53,20170311,34000,4,,,,,,,,
4089, F,57,20161220,54000,8,,,,,,,,
4090, M,71,20170323,94000,54,,,,,,,,
4091, F,59,20140214,58000,16,,,,,,,,
4092, M,62,20171227,60000,6,,,,,,,,
4093, F,36,20160217,57000,5,,,,,,,,
4094, M,67,20170821,79000,12,,,,,,,,
4095, M,54,20180629,70000,10,,,,,,,,
4096, F,46,20180111,73000,4,,,,,,,,
4097, M,91,20161120,89000,7,,,,,,,,
4098, F,78,20171006,67000,39,,,,,,,,
4099, F,59,20160305,44000,35,,,,,,,,
4100, M,46,20170827,58000,23,,,,,,,,
4101, M,42,20180311,64000,6,,,,,,,,
4102, F,72,20171229,81000,17,,,,,,,,
4103, F,40,20160322,96000,7,,,,,,,,
4104, M,51,20180312,49000,10,,,,,,,,
4105, F,76,20131225,64000,6,,,,,,,,
4106, M,69,20161011,105000,10,,,,,,,,
4107, F,34,20161012,33000,4,,,,,,,,
4108, M,25,20170202,54000,36,,,,,,,,
4109, M,83,20151106,63000,7,,,,,,,,
4110, M,41,20161118,58000,9,,,,,,,,
4111, M,50,20140114,58000,14,,,,,,,,
4112, M,51,20171220,36000,7,,,,,,,,
4113, M,30,20180627,45000,4,,,,,,,,
4114, M,53,20171012,64000,17,,,,,,,,
4115, M,67,20160203,74000,47,,,,,,,,
4116, M,60,20180718,64000,10,,,,,,,,
4117, F,70,20131121,82000,29,,,,,,,,
4118, F,51,20171105,101000,45,,,,,,,,
4119, M,40,20180703,59000,59,,,,,,,,
4120, M,51,20151017,66000,6,,,,,,,,
4121, F,95,20170611,81000,22,,,,,,,,
4122, M,52,20170728,31000,41,,,,,,,,
4123, F,74,20170609,71000,17,,,,,,,,
4124, F,60,20180410,71000,18,,,,,,,,
4125, F,89,20170816,47000,6,,,,,,,,
4126, M,18,20171027,41000,4,,,,,,,,
4127, M,59,20171202,67000,27,,,,,,,,
4128, M,66,20180625,45000,6,,,,,,,,
4129, F,50,20161022,82000,22,,,,,,,,
4130, F,56,20180421,72000,45,,,,,,,,
4131, M,67,20160525,35000,16,,,,,,,,
4132, M,55,20151208,85000,5,,,,,,,,
4133, M,31,20140213,44000,20,,,,,,,,
4134, F,80,20161217,83000,4,,,,,,,,
4135, F,56,20161027,62000,9,,,,,,,,
4136, M,43,20150315,52000,6,,,,,,,,
4137, M,61,20170111,59000,5,,,,,,,,
4138, F,76,20160718,33000,24,,,,,,,,
4139, F,53,20180715,98000,5,,,,,,,,
4140, M,44,20180124,35000,5,,,,,,,,
4141, M,61,20180620,33000,10,,,,,,,,
4142, M,61,20160728,53000,5,,,,,,,,
4143, M,36,20180507,66000,8,,,,,,,,
4144, F,84,20170702,88000,10,,,,,,,,
4145, M,50,20171006,113000,7,,,,,,,,
4146, F,25,20180113,34000,11,,,,,,,,
4147, F,77,20170829,71000,24,,,,,,,,
4148, M,67,20180411,41000,25,,,,,,,,
4149, M,44,20170803,31000,6,,,,,,,,
4150, F,60,20170926,69000,5,,,,,,,,
4151, M,81,20180715,62000,21,,,,,,,,
4152, M,76,20170921,40000,7,,,,,,,,
4153, M,87,20130830,38000,9,,,,,,,,
4154, M,80,20130815,55000,7,,,,,,,,
4155, F,28,20160605,34000,7,,,,,,,,
4156, F,65,20160615,75000,7,,,,,,,,
4157, M,33,20171201,50000,32,,,,,,,,
4158, M,44,20150614,55000,9,,,,,,,,
4159, F,67,20151201,94000,4,,,,,,,,
4160, F,53,20170423,84000,6,,,,,,,,
4161, F,83,20180104,61000,4,,,,,,,,
4162, F,57,20180531,61000,4,,,,,,,,
4163, M,87,20180121,42000,31,,,,,,,,
4164, F,63,20170609,76000,4,,,,,,,,
4165, M,57,20180130,52000,14,,,,,,,,
4166, M,64,20150829,95000,51,,,,,,,,
4167, M,53,20180517,62000,12,,,,,,,,
4168, M,45,20160625,58000,17,,,,,,,,
4169, M,41,20151015,87000,4,,,,,,,,
4170, F,60,20170218,118000,49,,,,,,,,
4171, O,56,20170403,60000,19,,,,,,,,
4172, M,66,20180128,79000,13,,,,,,,,
4173, F,42,20180516,61000,9,,,,,,,,
4174, M,57,20180404,65000,5,,,,,,,,
4175, M,50,20170811,111000,9,,,,,,,,
4176, F,83,20170115,64000,42,,,,,,,,
4177, F,64,20180702,70000,50,,,,,,,,
4178, M,86,20170822,62000,20,,,,,,,,
4179, F,43,20180126,39000,35,,,,,,,,
4180, M,81,20161223,85000,15,,,,,,,,
4181, M,52,20180312,99000,7,,,,,,,,
4182, F,44,20180312,76000,19,,,,,,,,
4183, F,30,20180326,69000,5,,,,,,,,
4184, M,50,20180626,56000,5,,,,,,,,
4185, F,55,20160919,91000,4,,,,,,,,
4186, M,41,20141116,55000,13,,,,,,,,
4187, F,34,20171016,63000,41,,,,,,,,
4188, F,53,20150417,90000,4,,,,,,,,
4189, F,65,20180720,93000,11,,,,,,,,
4190, F,74,20161111,91000,13,,,,,,,,
4191, M,66,20170218,72000,4,,,,,,,,
4192, F,42,20150730,71000,61,,,,,,,,
4193, F,88,20170724,89000,41,,,,,,,,
4194, F,22,20170830,57000,29,,,,,,,,
4195, M,63,20170912,71000,6,,,,,,,,
4196, F,67,20160529,82000,33,,,,,,,,
4197, F,56,20171208,60000,10,,,,,,,,
4198, M,71,20171010,62000,6,,,,,,,,
4199, M,76,20140910,54000,100,,,,,,,,
4200, F,60,20180511,91000,5,,,,,,,,
4201, F,52,20151107,92000,10,,,,,,,,
4202, O,58,20150311,78000,6,,,,,,,,
4203, F,43,20170704,60000,14,,,,,,,,
4204, M,77,20180302,79000,16,,,,,,,,
4205, M,65,20180719,68000,6,,,,,,,,
4206, M,56,20171211,68000,17,,,,,,,,
4207, M,69,20150907,75000,4,,,,,,,,
4208, F,34,20171205,62000,42,,,,,,,,
4209, M,27,20180702,70000,22,,,,,,,,
4210, F,34,20170309,52000,10,,,,,,,,
4211, F,80,20170409,100000,22,,,,,,,,
4212, M,63,20180521,74000,5,,,,,,,,
4213, F,42,20170108,33000,26,,,,,,,,
4214, M,56,20180512,54000,14,,,,,,,,
4215, M,62,20180305,31000,23,,,,,,,,
4216, M,70,20180505,36000,12,,,,,,,,
4217, M,58,20151104,100000,7,,,,,,,,
4218, M,29,20161014,53000,24,,,,,,,,
4219, F,88,20160319,51000,7,,,,,,,,
4220, F,72,20150830,104000,37,,,,,,,,
4221, M,54,20170829,74000,11,,,,,,,,
4222, M,64,20170105,74000,9,,,,,,,,
4223, M,84,20151022,64000,46,,,,,,,,
4224, M,23,20140226,71000,41,,,,,,,,
4225, M,63,20171127,62000,10,,,,,,,,
4226, F,65,20170816,52000,9,,,,,,,,
4227, M,37,20171021,44000,7,,,,,,,,
4228, M,29,20171105,40000,37,,,,,,,,
4229, M,77,20130813,77000,100,,,,,,,,
4230, M,52,20170311,81000,10,,,,,,,,
4231, M,65,20171118,71000,18,,,,,,,,
4232, M,36,20180204,38000,14,,,,,,,,
4233, M,44,20170709,64000,4,,,,,,,,
4234, F,61,20180315,113000,8,,,,,,,,
4235, O,70,20170919,34000,11,,,,,,,,
4236, F,53,20151121,41000,4,,,,,,,,
4237, M,49,20170807,65000,10,,,,,,,,
4238, F,21,20180506,36000,46,,,,,,,,
4239, F,63,20160701,76000,7,,,,,,,,
4240, M,52,20160607,100000,8,,,,,,,,
4241, F,51,20170412,88000,6,,,,,,,,
4242, M,53,20131212,53000,10,,,,,,,,
4243, M,40,20170812,49000,5,,,,,,,,
4244, M,26,20180218,65000,8,,,,,,,,
4245, M,67,20161106,88000,9,,,,,,,,
4246, F,53,20161122,53000,26,,,,,,,,
4247, M,30,20170307,42000,7,,,,,,,,
4248, M,79,20170730,78000,20,,,,,,,,
4249, M,44,20180202,55000,12,,,,,,,,
4250, M,67,20170914,72000,7,,,,,,,,
4251, M,42,20171106,32000,15,,,,,,,,
4252, M,27,20160322,40000,24,,,,,,,,
4253, M,83,20180430,54000,10,,,,,,,,
4254, M,48,20150905,98000,22,,,,,,,,
4255, F,52,20171129,81000,25,,,,,,,,
4256, M,48,20170531,69000,19,,,,,,,,
4257, M,37,20170114,59000,5,,,,,,,,
4258, M,41,20160124,50000,19,,,,,,,,
4259, M,36,20171216,54000,8,,,,,,,,
4260, M,72,20180227,65000,7,,,,,,,,
4261, F,66,20160316,79000,4,,,,,,,,
4262, M,59,20171128,74000,5,,,,,,,,
4263, M,54,20160316,70000,4,,,,,,,,
